CSDUID,CSDNAME,PRUID,province,csd_area_km2,ecozone,ecozone_coverage_pct,road_length_km,total_area_km2_csd,canopy_area_km2_csd,canopy_proportion_csd,total_area_km2_10m_buffer,canopy_area_km2_10m_buffer,canopy_proportion_10m_buffer,total_area_km2_20m_buffer,canopy_area_km2_20m_buffer,canopy_proportion_20m_buffer,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
4808026,Bentley,48,Alberta,2.1903448670731582,Prairie,100.0,14.65069667246268,2.243718471456976,0.09582599,4.270856215319582,0.2705292336279905,0.008567052,3.166774995989586,0.4998570678290805,0.025587651,5.118993627484014,1042.0,1078.0,464.4,2.24,-3.3,540.0,,,471.0,463.0,451.0,441.0,2.3,1.7,2.3,340.0,10.0,10.0,0.0,30.0,0.0,0.0,55.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.56,2.22,2.22,0.0,6.67,0.0,0.0,12.22,,,,,,,,,,,,,,51.82,
4808029,Blackfalds,48,Alberta,16.84288571100851,Prairie,100.0,82.1715638419883,17.245520828240473,1.0047905636058536,5.826385724230809,1.5350198250632776,0.025883363,1.6861908259391611,2.963143809770493,0.071831429,2.4241627786857936,10470.0,9328.0,631.4,16.58,12.2,5245.0,,,3952.0,3554.0,3780.0,3303.0,2.8,11.2,14.4,2715.0,215.0,485.0,50.0,150.0,0.0,0.0,170.0,3780.0,,,,,,,,10470.0,700.0,20.0,50.0,100.0,200.0,0.0,125.0,45.0,30.0,50.0,25.0,20.0,9770.0,,,,,,,71.83,5.69,12.83,1.32,3.97,0.0,0.0,4.5,6.69,0.19,0.48,0.96,1.91,0.0,1.19,0.43,0.29,0.48,0.24,0.19,93.31,50.1,
4808031,Lacombe,48,Alberta,21.32349068965183,Prairie,100.0,111.04687865892798,21.84500183487709,1.6551646822576365,7.57685760234201,2.1292969977459224,0.1051592390813653,4.938683480636432,4.0825924158252285,0.2496720401116707,6.115526966245139,13396.0,13057.0,650.8,20.59,2.6,6420.0,,,5552.0,5034.0,5194.0,4797.0,2.5,10.3,8.3,3285.0,465.0,255.0,110.0,700.0,0.0,15.0,365.0,5195.0,,,,,,,,13070.0,1420.0,205.0,40.0,250.0,625.0,15.0,95.0,40.0,35.0,0.0,35.0,25.0,11650.0,,,,,,,63.23,8.95,4.91,2.12,13.47,0.0,0.29,7.03,10.86,1.57,0.31,1.91,4.78,0.11,0.73,0.31,0.27,0.0,0.27,0.19,89.14,47.92,
4808039,Ponoka,48,Alberta,17.19449851225575,Prairie,100.0,87.10018256168976,17.63737632605228,1.8328799430297973,10.39202151808962,1.665925760957629,0.1413210561197394,8.483034444374246,3.1776249922318835,0.3138248613920675,9.876082362118034,7331.0,7229.0,425.8,17.22,1.4,3535.0,,,3340.0,3301.0,3086.0,3010.0,2.3,1.2,2.5,2035.0,160.0,85.0,125.0,500.0,0.0,0.0,180.0,3085.0,,,,,,,,7150.0,810.0,170.0,0.0,70.0,485.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,6350.0,,,,,,,65.96,5.19,2.76,4.05,16.21,0.0,0.0,5.83,11.33,2.38,0.0,0.98,6.78,0.0,0.0,0.42,0.0,0.0,0.14,0.0,88.81,48.22,
4809015,Rocky Mountain House,48,Alberta,13.471019532640437,Boreal Plain,100.0,69.86381061576643,13.792494121013451,2.155230786884496,15.626113507642614,1.3399227190706524,0.042230428,3.1517062077788127,2.5262793591378245,0.1458710517503009,5.7741457302680965,6765.0,6635.0,518.3,13.05,2.0,3310.0,,,3075.0,2954.0,2693.0,2599.0,2.4,4.1,3.6,1625.0,315.0,85.0,35.0,365.0,0.0,0.0,270.0,2695.0,,,,,,,,6515.0,535.0,75.0,0.0,35.0,295.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,5980.0,,,,,,,60.3,11.69,3.15,1.3,13.54,0.0,0.0,10.02,8.21,1.15,0.0,0.54,4.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.79,48.93,
4810011,Camrose,48,Alberta,42.447890516317415,Prairie,100.0,189.2452427894953,43.62725495341477,2.86926971774246,6.576782611709742,3.489013242821729,0.434962249,12.466626482542427,6.554515932425936,0.7785592365314787,11.878211061778911,18772.0,18742.0,450.5,41.67,0.2,9000.0,,,8747.0,8520.0,8136.0,8055.0,2.2,2.7,1.0,5075.0,560.0,455.0,205.0,1605.0,60.0,10.0,170.0,8140.0,,,,,,,,18185.0,1955.0,345.0,145.0,280.0,905.0,45.0,90.0,40.0,0.0,15.0,0.0,45.0,16230.0,,,,,,,62.35,6.88,5.59,2.52,19.72,0.74,0.12,2.09,10.75,1.9,0.8,1.54,4.98,0.25,0.49,0.22,0.0,0.08,0.0,0.25,89.25,47.94,
4810028,Vegreville,48,Alberta,13.947613852749804,Prairie,100.0,75.63343349987491,14.375845028782384,0.4322584754760406,3.00683872572778,1.402086597715916,0.022319186,1.5918550058981944,2.634059352,0.065848509,2.4998870784398783,5689.0,5708.0,404.0,14.08,-0.3,2765.0,,,2735.0,2734.0,2463.0,2429.0,2.2,0.0,1.4,1840.0,100.0,85.0,15.0,355.0,0.0,0.0,70.0,2465.0,,,,,,,,5430.0,470.0,20.0,50.0,45.0,245.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,4955.0,,,,,,,74.65,4.06,3.45,0.61,14.4,0.0,0.0,2.84,8.66,0.37,0.92,0.83,4.51,0.0,1.2,0.0,0.0,0.0,0.0,0.0,91.25,48.6,
4810052,Two Hills,48,Alberta,3.226951620346372,Prairie,100.0,21.269187505638264,3.330085145106805,0.232245778983571,6.974169393981734,0.393467929,0.01768473,4.494579811498314,0.7468560964418112,0.043410757,5.812466018022657,1416.0,1352.0,454.7,3.11,4.7,670.0,,,527.0,478.0,445.0,399.0,3.0,10.3,11.5,390.0,0.0,20.0,10.0,20.0,0.0,0.0,0.0,445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.64,0.0,4.49,2.25,4.49,0.0,0.0,0.0,,,,,,,,,,,,,,47.32,
4811002,Wetaskiwin,48,Alberta,19.045989625553847,Prairie,100.0,114.00912265852072,19.570874733543896,1.3668840439626364,6.984276699803499,2.131536660915853,0.1753299001637975,8.225516519545288,3.962802223,0.3763808250175407,9.497845308640516,12594.0,12655.0,671.6,18.75,-0.5,6080.0,,,5643.0,5563.0,5186.0,5121.0,2.3,1.4,1.3,3015.0,405.0,445.0,170.0,980.0,0.0,10.0,165.0,5185.0,,,,,,,,12115.0,1645.0,185.0,95.0,130.0,965.0,115.0,65.0,25.0,0.0,10.0,0.0,55.0,10475.0,,,,,,,58.15,7.81,8.58,3.28,18.9,0.0,0.19,3.18,13.58,1.53,0.78,1.07,7.97,0.95,0.54,0.21,0.0,0.08,0.0,0.45,86.46,48.28,
4811013,Beaumont,48,Alberta,24.184523315787228,Prairie,100.0,111.41640665511764,24.906795985570486,0.9347785186280746,3.753106257302744,2.153749014651213,0.04194577,1.947570005822951,4.1500093113363175,0.1283499191768164,3.092762197574139,20888.0,17457.0,845.6,24.7,19.7,10405.0,,,7168.0,6015.0,6950.0,5654.0,3.0,19.2,22.9,5565.0,455.0,440.0,20.0,465.0,0.0,0.0,10.0,6950.0,,,,,,,,20850.0,3500.0,1620.0,135.0,510.0,580.0,80.0,180.0,100.0,10.0,55.0,20.0,100.0,17350.0,,,,,,,80.07,6.55,6.33,0.29,6.69,0.0,0.0,0.14,16.79,7.77,0.65,2.45,2.78,0.38,0.86,0.48,0.05,0.26,0.1,0.48,83.21,49.81,
4811016,Leduc,48,Alberta,42.250087942878565,Prairie,100.0,239.4630767698096,43.48786707168912,2.146551017560117,4.9359767726054695,4.491766409,0.1354885590242746,3.0163758905752247,8.434477502941492,0.3071951239166479,3.642135790978336,34094.0,29993.0,806.9,42.25,13.7,16735.0,,,13507.0,12264.0,12964.0,11319.0,2.6,10.1,14.5,8190.0,1135.0,1115.0,160.0,1585.0,415.0,5.0,350.0,12965.0,,,,,,,,33660.0,4280.0,675.0,185.0,635.0,1845.0,125.0,340.0,220.0,0.0,30.0,40.0,95.0,29380.0,,,,,,,63.17,8.75,8.6,1.23,12.23,3.2,0.04,2.7,12.72,2.01,0.55,1.89,5.48,0.37,1.01,0.65,0.0,0.09,0.12,0.28,87.28,49.08,
4811018,Devon,48,Alberta,13.867896539010111,Prairie,100.0,56.45773442093088,14.281521561174998,2.7541203369841822,19.28450218127591,1.0725275347116563,0.109461854,10.205971434205868,2.0070666736529903,0.2291708208763555,11.418196708894076,6545.0,6578.0,459.1,14.26,-0.5,3270.0,,,2588.0,2493.0,2496.0,2415.0,2.6,3.8,3.4,1960.0,170.0,135.0,5.0,230.0,0.0,0.0,0.0,2495.0,,,,,,,,6435.0,340.0,35.0,25.0,50.0,110.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,6095.0,,,,,,,78.56,6.81,5.41,0.2,9.22,0.0,0.0,0.0,5.28,0.54,0.39,0.78,1.71,0.62,0.0,0.0,0.0,0.0,0.47,0.62,94.72,49.96,
4811019,Calmar,48,Alberta,4.535648309160709,Prairie,100.0,21.128644030130754,4.668531408,0.2940259773857876,6.298040040377639,0.400474136,0.022158462,5.5330568744100095,0.7736075187735044,0.061406078,7.937626841828116,2183.0,2228.0,467.6,4.67,-2.0,1105.0,,,937.0,861.0,893.0,842.0,2.4,8.8,6.1,690.0,30.0,50.0,10.0,50.0,0.0,0.0,65.0,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.09,3.35,5.59,1.12,5.59,0.0,0.0,7.26,,,,,,,,,,,,,,50.62,
4811048,Stony Plain,48,Alberta,35.04555538199801,Prairie,98.63,139.24250537398768,36.12689596259419,3.625776858,10.036225812164409,2.683605258272665,0.098054032,3.653817270788205,5.067171039733369,0.281659552,5.558516769704221,17993.0,17189.0,507.6,35.45,4.7,8685.0,,,7475.0,6954.0,7134.0,6641.0,2.4,7.5,7.4,4140.0,725.0,310.0,100.0,1285.0,175.0,10.0,390.0,7135.0,,,,,,,,17365.0,895.0,140.0,60.0,105.0,445.0,0.0,55.0,0.0,0.0,10.0,20.0,55.0,16470.0,,,,,,,58.02,10.16,4.34,1.4,18.01,2.45,0.14,5.47,5.15,0.81,0.35,0.6,2.56,0.0,0.32,0.0,0.0,0.06,0.12,0.32,94.85,48.27,
4811049,Spruce Grove,48,Alberta,36.57492848321854,Prairie,100.0,241.8711646159513,37.70774262930164,3.472380633748052,9.208667482125438,4.525589402895565,0.1180426490842179,2.608337579381192,8.359532684977273,0.3013217216426485,3.604528303168753,37645.0,34108.0,1003.3,37.52,10.4,18520.0,,,14752.0,13124.0,14273.0,12567.0,2.6,12.4,13.6,9040.0,1815.0,830.0,60.0,2115.0,70.0,5.0,330.0,14275.0,,,,,,,,37470.0,3660.0,700.0,220.0,690.0,1345.0,40.0,275.0,150.0,10.0,55.0,55.0,65.0,33810.0,,,,,,,63.33,12.71,5.81,0.42,14.82,0.49,0.04,2.31,9.77,1.87,0.59,1.84,3.59,0.11,0.73,0.4,0.03,0.15,0.15,0.17,90.23,49.2,
4811056,Fort Saskatchewan,48,Alberta,55.6105097806088,Prairie,100.0,209.854878082911,57.38518479664808,4.832288342920825,8.420794252113453,3.9716697642393672,0.3512139571841794,8.842979855638678,7.408915506253369,0.6686590595020611,9.025059861159042,27088.0,24169.0,479.4,56.5,12.1,13645.0,,,10896.0,9949.0,10420.0,9270.0,2.6,9.5,12.4,6660.0,1430.0,550.0,30.0,1750.0,0.0,0.0,5.0,10420.0,,,,,,,,26570.0,2455.0,505.0,70.0,410.0,950.0,50.0,170.0,40.0,20.0,50.0,35.0,120.0,24110.0,,,,,,,63.92,13.72,5.28,0.29,16.79,0.0,0.0,0.05,9.24,1.9,0.26,1.54,3.58,0.19,0.64,0.15,0.08,0.19,0.13,0.45,90.74,50.37,
4811061,Edmonton,48,Alberta,760.1567465489625,Prairie,100.0,5292.440047360292,783.5812922376405,86.80576544516153,11.078080386180982,99.475551,9.594181988095524,9.644763855335388,181.9744244048969,19.749116044792665,10.852687738607964,1010899.0,933088.0,1320.4,765.61,8.3,503040.0,,,428857.0,388254.0,396404.0,361033.0,2.5,10.5,9.8,196535.0,28145.0,38855.0,10150.0,91245.0,29405.0,90.0,1970.0,396405.0,,,,,,,,996485.0,426195.0,114985.0,59740.0,75520.0,70550.0,30485.0,19455.0,19200.0,7690.0,8045.0,2180.0,14095.0,570290.0,,,,,,,49.58,7.1,9.8,2.56,23.02,7.42,0.02,0.5,42.77,11.54,6.0,7.58,7.08,3.06,1.95,1.93,0.77,0.81,0.22,1.41,57.23,49.76,
4811062,St. Albert,48,Alberta,47.40673458197555,Prairie,100.0,398.4981900779841,48.90097358223319,8.133365755928804,16.63231866386365,7.516178337755358,1.8675019435959448,24.846429391052183,13.9802958,3.224666408772892,23.065795274749885,68232.0,65589.0,1426.4,47.84,4.0,33240.0,,,27019.0,24446.0,25938.0,23954.0,2.6,10.5,8.3,18265.0,1805.0,1870.0,185.0,3470.0,295.0,0.0,60.0,25940.0,,,,,,,,66945.0,7420.0,1170.0,880.0,1040.0,2070.0,645.0,605.0,260.0,130.0,125.0,120.0,255.0,59525.0,,,,,,,70.41,6.96,7.21,0.71,13.38,1.14,0.0,0.23,11.08,1.75,1.31,1.55,3.09,0.96,0.9,0.39,0.19,0.19,0.18,0.38,88.92,48.72,
4811068,Morinville,48,Alberta,10.905280270980692,Prairie,100.0,63.32062887877601,11.258684876923647,0.6804535617658125,6.043810349115495,1.1935098728092963,0.04732133,3.964888021335743,2.288704287,0.1384858613778563,6.050841176343039,10385.0,9848.0,931.0,11.15,5.5,5145.0,,,3981.0,3611.0,3768.0,3491.0,2.7,10.2,7.9,2755.0,165.0,395.0,90.0,170.0,125.0,0.0,70.0,3770.0,,,,,,,,10140.0,500.0,90.0,75.0,70.0,115.0,35.0,20.0,35.0,0.0,0.0,25.0,25.0,9635.0,,,,,,,73.08,4.38,10.48,2.39,4.51,3.32,0.0,1.86,4.93,0.89,0.74,0.69,1.13,0.35,0.2,0.35,0.0,0.0,0.25,0.25,95.02,49.54,
4812009,Bonnyville,48,Alberta,16.23848570488799,Boreal Plain,100.0,73.8531601634169,16.808011755012178,0.5161740629762059,3.0710001307696726,1.4439160018706838,0.058222191,4.032242273183995,2.752842740043839,0.1379940229993493,5.0127826407240335,6404.0,5975.0,452.1,14.17,7.2,3155.0,,,2986.0,2706.0,2537.0,2281.0,2.5,10.3,11.2,1620.0,115.0,25.0,105.0,540.0,0.0,0.0,140.0,2540.0,,,,,,,,6220.0,840.0,170.0,0.0,70.0,400.0,80.0,70.0,0.0,0.0,15.0,0.0,25.0,5380.0,,,,,,,63.78,4.53,0.98,4.13,21.26,0.0,0.0,5.51,13.5,2.73,0.0,1.13,6.43,1.29,1.13,0.0,0.0,0.24,0.0,0.4,86.5,49.27,
4812018,St. Paul,48,Alberta,9.898629312167598,Boreal Plain,100.0,60.96521145126936,10.230818821289144,0.5622225317372479,5.495381567771763,1.1477429214893502,0.028227771,2.459415812990911,2.1608077509273618,0.076759675,3.552360244,5863.0,5827.0,678.7,8.64,0.6,2795.0,,,2466.0,2378.0,2284.0,2248.0,2.4,3.7,1.6,1635.0,85.0,80.0,55.0,360.0,0.0,0.0,70.0,2280.0,,,,,,,,5575.0,785.0,225.0,25.0,85.0,405.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4790.0,,,,,,,71.71,3.73,3.51,2.41,15.79,0.0,0.0,3.07,14.08,4.04,0.45,1.52,7.26,0.45,0.0,0.0,0.0,0.0,0.0,0.0,85.92,47.67,
4813019,Barrhead,48,Alberta,8.115510060337861,Boreal Plain,100.0,44.31447684331726,8.393791318061632,0.5002033807752413,5.959206773450649,0.8690723314623915,0.036612174,4.212787907373616,1.6383006882290894,0.06814918,4.159747987146733,4320.0,4579.0,527.1,8.2,-5.7,2025.0,,,1983.0,2009.0,1833.0,1912.0,2.2,-1.3,-4.1,1265.0,130.0,125.0,20.0,220.0,0.0,0.0,75.0,1835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.94,7.08,6.81,1.09,11.99,0.0,0.0,4.09,,,,,,,,,,,,,,46.88,
4815035,Banff,48,Alberta,4.146390434959455,Montane Cordillera,100.0,41.45588238273626,4.212242661937751,0.9496615706214312,22.54527212315352,0.7669986579356793,0.071285011,9.294020336,1.4150703341655673,0.2047586529176254,14.46985693741977,8305.0,7851.0,2033.8,4.08,5.8,4465.0,,,3287.0,2729.0,2930.0,2543.0,2.3,20.4,15.2,345.0,240.0,345.0,545.0,1420.0,5.0,25.0,0.0,2930.0,,,,,,,,6855.0,1750.0,220.0,110.0,75.0,600.0,0.0,100.0,20.0,10.0,70.0,425.0,100.0,5110.0,,,,,,,11.77,8.19,11.77,18.6,48.46,0.17,0.85,0.0,25.53,3.21,1.6,1.09,8.75,0.0,1.46,0.29,0.15,1.02,6.2,1.46,74.54,53.76,
4817029,Slave Lake,48,Alberta,13.813483519522531,Boreal Plain,100.0,67.10086709386977,14.371081693793744,3.92086910089072,27.28304789043107,1.281326536435889,0.048268335,3.767059646,2.462986344947378,0.1616364493085404,6.562620602429438,6836.0,6651.0,477.7,14.31,2.8,3420.0,,,2681.0,2762.0,2405.0,2329.0,2.8,-2.9,3.3,1220.0,160.0,190.0,10.0,385.0,0.0,0.0,440.0,2405.0,,,,,,,,6660.0,1290.0,215.0,15.0,95.0,720.0,190.0,20.0,10.0,0.0,0.0,10.0,20.0,5370.0,,,,,,,50.73,6.65,7.9,0.42,16.01,0.0,0.0,18.3,19.37,3.23,0.23,1.43,10.81,2.85,0.3,0.15,0.0,0.0,0.15,0.3,80.63,50.03,
4819009,Beaverlodge,48,Alberta,5.17684670864776,Boreal Plain,100.0,34.62360153731732,5.383781155262271,0.4044401387668628,7.512195,0.6650247714127766,0.033569399,5.047841867229389,1.271372474949818,0.086034394,6.767048644994301,2271.0,2465.0,421.9,5.38,-7.9,1140.0,,,1022.0,1024.0,923.0,953.0,2.4,-0.2,-3.1,770.0,35.0,5.0,10.0,65.0,0.0,0.0,35.0,925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.24,3.78,0.54,1.08,7.03,0.0,0.0,3.78,,,,,,,,,,,,,,50.2,
4819012,Grande Prairie,48,Alberta,130.57748606928766,Boreal Plain,100.0,546.2869769612137,135.78596663592052,10.406146120746788,7.663638871201267,10.506129512414716,0.3031472276906322,2.8854320454779656,19.767688593157686,0.8346984315077107,4.222539360502826,64141.0,63166.0,483.3,132.71,1.5,32415.0,,,27551.0,26204.0,24816.0,23676.0,2.6,5.1,4.8,15280.0,1760.0,1085.0,1105.0,4580.0,160.0,5.0,835.0,24815.0,,,,,,,,63180.0,10035.0,1825.0,500.0,1415.0,4375.0,400.0,530.0,245.0,95.0,175.0,125.0,320.0,53145.0,,,,,,,61.58,7.09,4.37,4.45,18.46,0.64,0.02,3.36,15.88,2.89,0.79,2.24,6.92,0.63,0.84,0.39,0.15,0.28,0.2,0.51,84.12,50.54,
5901012,Fernie,59,British Columbia,15.848526423229622,Montane Cordillera,100.0,81.75821511685086,15.91011765994327,7.228916039610004,45.43596844547648,1.5132491297995436,0.1141738355608576,7.544946388040014,2.811875501876105,0.3528876175603461,12.54990191866236,6320.0,5396.0,418.3,15.11,17.1,3135.0,,,3256.0,3162.0,2597.0,2278.0,2.4,3.0,14.0,1620.0,80.0,165.0,65.0,485.0,0.0,10.0,165.0,2595.0,,,,,,,,6175.0,440.0,115.0,55.0,25.0,80.0,0.0,25.0,10.0,0.0,30.0,90.0,0.0,5735.0,,,,,,,62.43,3.08,6.36,2.5,18.69,0.0,0.39,6.36,7.13,1.86,0.89,0.4,1.3,0.0,0.4,0.16,0.0,0.49,1.46,0.0,92.87,49.6,
5901022,Cranbrook,59,British Columbia,32.00836836184978,Montane Cordillera,100.0,194.3808858484581,32.14063503023096,7.188107792747429,22.36454813660779,3.596474555827459,0.2092157018157366,5.8172440418559095,6.818296704420726,0.6802837640616094,9.977327088458017,20499.0,20047.0,641.2,31.97,2.3,10020.0,,,9058.0,8799.0,8780.0,8545.0,2.3,2.9,2.8,5725.0,505.0,530.0,230.0,1290.0,0.0,45.0,455.0,8780.0,,,,,,,,19845.0,1380.0,370.0,245.0,185.0,270.0,10.0,70.0,115.0,0.0,30.0,60.0,20.0,18470.0,,,,,,,65.21,5.75,6.04,2.62,14.69,0.0,0.51,5.18,6.95,1.86,1.23,0.93,1.36,0.05,0.35,0.58,0.0,0.15,0.3,0.1,93.07,48.88,
5903004,Creston,59,British Columbia,8.414590542655533,Montane Cordillera,100.0,56.6229282262297,8.421599493235469,2.527625916520577,30.013608680285227,1.066278541190396,0.074251153,6.963579386824302,2.0209112690770303,0.1940038670461075,9.599821130925308,5583.0,5361.0,664.2,8.41,4.1,2605.0,,,2810.0,2747.0,2670.0,2593.0,2.0,2.3,3.0,1970.0,85.0,185.0,110.0,290.0,0.0,10.0,15.0,2670.0,,,,,,,,5375.0,245.0,80.0,60.0,20.0,20.0,0.0,35.0,10.0,0.0,0.0,10.0,0.0,5125.0,,,,,,,73.78,3.18,6.93,4.12,10.86,0.0,0.37,0.56,4.56,1.49,1.12,0.37,0.37,0.0,0.65,0.19,0.0,0.0,0.19,0.0,95.35,46.66,
5903011,Salmo,59,British Columbia,2.475507066883171,Montane Cordillera,100.0,18.31548161195121,2.4791772974450708,1.151313288183705,46.43932845666976,0.3483443433059606,0.042361032,12.16067757237871,0.6620291201807258,0.1180430127090814,17.83048647117776,1140.0,1141.0,466.4,2.44,-0.1,550.0,,,599.0,572.0,568.0,547.0,2.0,4.7,3.8,415.0,10.0,25.0,10.0,55.0,0.0,5.0,50.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.81,1.75,4.39,1.75,9.65,0.0,0.88,8.77,,,,,,,,,,,,,,48.25,
5903015,Nelson,59,British Columbia,16.008757662799283,Montane Cordillera,100.0,98.61013937380562,16.067560503007684,4.977794524724302,30.98040006628579,1.8268162153104155,0.3628181842815472,19.860683370379245,3.381969332458429,0.8345755215154306,24.67720548219043,11106.0,10572.0,930.6,11.93,5.1,5340.0,,,5314.0,5061.0,4948.0,4822.0,2.2,5.0,2.6,2505.0,270.0,245.0,710.0,985.0,0.0,115.0,115.0,4950.0,,,,,,,,10725.0,1000.0,250.0,115.0,75.0,185.0,10.0,90.0,25.0,0.0,30.0,130.0,60.0,9720.0,,,,,,,50.61,5.45,4.95,14.34,19.9,0.0,2.32,2.32,9.32,2.33,1.07,0.7,1.72,0.09,0.84,0.23,0.0,0.28,1.21,0.56,90.63,48.08,
5903045,Castlegar,59,British Columbia,23.142591005964697,Montane Cordillera,100.0,113.86461293596766,23.19653295278289,9.191244792492656,39.62335583,2.068221810246679,0.2429319013177759,11.745930736935858,3.903448654901245,0.6872490640394274,17.606202227778873,8338.0,8039.0,419.6,19.87,3.7,4065.0,,,3702.0,3655.0,3549.0,3499.0,2.3,1.3,1.4,2400.0,115.0,210.0,335.0,310.0,0.0,15.0,165.0,3550.0,,,,,,,,8060.0,590.0,270.0,80.0,45.0,40.0,0.0,15.0,55.0,0.0,40.0,30.0,20.0,7475.0,,,,,,,67.61,3.24,5.92,9.44,8.73,0.0,0.42,4.65,7.32,3.35,0.99,0.56,0.5,0.0,0.19,0.68,0.0,0.5,0.37,0.25,92.74,48.75,
5905005,Fruitvale,59,British Columbia,2.6995720762075472,Montane Cordillera,100.0,19.94822994350235,2.7019531240539143,1.0072672540631598,37.27922757415909,0.3724350017462151,0.049864619,13.388811133826742,0.7108546536083807,0.1060501853449956,14.91868763982519,1958.0,1920.0,724.7,2.7,2.0,965.0,,,881.0,864.0,858.0,821.0,2.2,2.0,4.5,620.0,70.0,0.0,5.0,125.0,0.0,0.0,35.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.51,8.19,0.0,0.58,14.62,0.0,0.0,4.09,,,,,,,,,,,,,,49.28,
5905009,Montrose,59,British Columbia,1.460768123972377,Montane Cordillera,100.0,11.804605698624378,1.461848969762187,0.6539791764827184,44.73643926356547,0.210900579,0.025536472,12.108298806869769,0.3877032048425874,0.054496848,14.05633162808525,1013.0,996.0,693.1,1.46,1.7,515.0,,,435.0,427.0,429.0,427.0,2.4,1.9,0.5,415.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.65,0.0,1.18,0.0,1.18,0.0,0.0,0.0,,,,,,,,,,,,,,50.84,
5905018,Warfield,59,British Columbia,1.8863738427778876,Montane Cordillera,100.0,21.543373871876607,1.8878149239879063,0.7498837210516739,39.722311309393895,0.3912862470381038,0.07671628,19.606178415800105,0.726189005,0.1856961024759593,25.57131836,1753.0,1680.0,929.3,1.89,4.3,880.0,,,828.0,809.0,798.0,768.0,2.2,2.3,3.9,645.0,10.0,0.0,30.0,105.0,0.0,0.0,0.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.62,1.25,0.0,3.75,13.12,0.0,0.0,0.0,,,,,,,,,,,,,,50.2,
5907005,Osoyoos,59,British Columbia,10.28944555162158,Montane Cordillera,100.0,56.395360608409895,10.291322624030174,0.6298958013686414,6.120649642231977,1.0386104271422276,0.035083285,3.377906107426826,1.9891255653160167,0.096646044,4.858720118189744,5556.0,5050.0,660.7,8.41,10.0,2620.0,,,3279.0,3048.0,2647.0,2402.0,2.0,7.6,10.2,1555.0,70.0,190.0,155.0,535.0,10.0,10.0,125.0,2645.0,,,,,,,,5275.0,530.0,305.0,10.0,10.0,75.0,0.0,75.0,15.0,0.0,0.0,0.0,35.0,4750.0,,,,,,,58.79,2.65,7.18,5.86,20.23,0.38,0.38,4.73,10.05,5.78,0.19,0.19,1.42,0.0,1.42,0.28,0.0,0.0,0.0,0.66,90.05,47.16,
