CSDUID,CSDNAME,PRUID,province,csd_area_km2,ecozone,ecozone_coverage_pct,road_length_km,total_area_km2_csd,canopy_area_km2_csd,canopy_proportion_csd,total_area_km2_10m_buffer,canopy_area_km2_10m_buffer,canopy_proportion_10m_buffer,total_area_km2_20m_buffer,canopy_area_km2_20m_buffer,canopy_proportion_20m_buffer,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
3509021,Perth,35,Ontario,12.930765853855696,MixedWood Plain,100.0,57.424491818051536,12.479917899766402,4.407384138720298,35.31581036,1.0073832501426123,0.1309611954248213,13.000136284406311,1.9275848137507523,0.3357879433037981,17.420138450375724,6469.0,5930.0,529.8,12.21,9.1,2885.0,,,3395.0,3169.0,3271.0,3010.0,1.9,7.1,8.7,1655.0,300.0,155.0,20.0,1035.0,70.0,30.0,0.0,3270.0,,,,,,,,6190.0,155.0,40.0,10.0,35.0,15.0,25.0,0.0,25.0,0.0,0.0,0.0,10.0,6035.0,,,,,,,50.61,9.17,4.74,0.61,31.65,2.14,0.92,0.0,2.5,0.65,0.16,0.57,0.24,0.4,0.0,0.4,0.0,0.0,0.0,0.16,97.5,44.6,
3509028,Carleton Place,35,Ontario,10.754896102765592,MixedWood Plain,100.0,87.93975705040043,10.402799790489222,2.25704699907294,21.696534053615533,1.5922522474159448,0.1232117291835203,7.738204130876862,2.996616087961635,0.3107011263291219,10.368399461556246,12517.0,10644.0,1259.4,9.94,17.6,5950.0,,,5341.0,4403.0,5210.0,4278.0,2.4,21.3,21.8,2775.0,625.0,765.0,15.0,975.0,0.0,35.0,20.0,5210.0,,,,,,,,12270.0,810.0,185.0,55.0,275.0,20.0,80.0,80.0,40.0,10.0,0.0,30.0,20.0,11455.0,,,,,,,53.26,12.0,14.68,0.29,18.71,0.0,0.67,0.38,6.6,1.51,0.45,2.24,0.16,0.65,0.65,0.33,0.08,0.0,0.24,0.16,93.36,47.54,
3512002,Deseronto,35,Ontario,2.629955068978288,MixedWood Plain,100.0,16.48105348388425,2.520619234545592,0.5145377512390394,20.413148649633253,0.284910429,0.035410251,12.42855554311414,0.5410510800899377,0.086449837,15.978128481933163,1747.0,1774.0,693.5,2.52,-1.5,865.0,,,803.0,775.0,723.0,741.0,2.4,3.6,-2.4,530.0,40.0,35.0,30.0,80.0,0.0,0.0,0.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,5.56,4.86,4.17,11.11,0.0,0.0,0.0,,,,,,,,,,,,,,49.51,
3514021,Cobourg,35,Ontario,23.45636256870508,MixedWood Plain,100.0,158.90891866232633,22.43299844898817,5.395995160040036,24.05382932785528,2.8496820672343457,0.2539486721370408,8.911473846747452,5.377915907830819,0.6852242381508108,12.741445755093553,20519.0,19440.0,915.7,22.41,5.6,9510.0,,,9520.0,8958.0,9134.0,8639.0,2.2,6.3,5.7,5255.0,410.0,1125.0,170.0,1785.0,365.0,30.0,0.0,9130.0,,,,,,,,19780.0,995.0,160.0,70.0,220.0,125.0,55.0,70.0,65.0,30.0,50.0,40.0,45.0,18785.0,,,,,,,57.56,4.49,12.32,1.86,19.55,4.0,0.33,0.0,5.03,0.81,0.35,1.11,0.63,0.28,0.35,0.33,0.15,0.25,0.2,0.23,94.97,46.35,
3515014,Peterborough,35,Ontario,70.41458084829365,MixedWood Plain,100.0,477.8608491658748,67.56608935946244,14.378724591558468,21.280977969675508,8.652649550735926,0.6574983440338512,7.598809360976945,16.465806102532397,1.994460785,12.112743054511112,83651.0,81032.0,1291.8,64.76,3.2,39495.0,,,38006.0,36785.0,35977.0,34710.0,2.3,3.3,3.7,20560.0,775.0,3005.0,2605.0,6395.0,2585.0,50.0,0.0,35975.0,,,,,,,,81600.0,7640.0,2570.0,795.0,1120.0,550.0,480.0,425.0,550.0,265.0,325.0,90.0,255.0,73965.0,,,,,,,57.15,2.15,8.35,7.24,17.78,7.19,0.14,0.0,9.36,3.15,0.97,1.37,0.67,0.59,0.52,0.67,0.32,0.4,0.11,0.31,90.64,47.21,
3518001,Pickering,35,Ontario,244.2709835812291,MixedWood Plain,100.0,717.9823523468608,233.47587987146275,59.64764585741752,25.54766937392239,12.997317705741503,1.4833207684007157,11.412514504784829,24.79543589676295,3.5952690799301035,14.499721218449992,99186.0,91771.0,429.2,231.1,8.1,48095.0,,,34327.0,31630.0,33425.0,30919.0,3.0,8.5,8.1,19910.0,2515.0,4980.0,1825.0,1105.0,3055.0,15.0,25.0,33425.0,,,,,,,,98580.0,51120.0,20890.0,2940.0,11275.0,4085.0,1645.0,1500.0,565.0,2060.0,425.0,340.0,2830.0,47460.0,,,,,,,59.57,7.52,14.9,5.46,3.31,9.14,0.04,0.07,51.86,21.19,2.98,11.44,4.14,1.67,1.52,0.57,2.09,0.43,0.34,2.87,48.14,48.49,
3518005,Ajax,35,Ontario,70.8285856832267,MixedWood Plain,100.0,498.1903369782327,67.66860448255969,15.984133328501208,23.62119545796281,8.861098099850372,1.1734281582381456,13.24246887931373,16.56361539115539,2.297559464804225,13.871123003925042,126666.0,119677.0,1900.6,66.64,5.8,61650.0,,,40275.0,38105.0,39488.0,37549.0,3.2,5.7,5.2,25560.0,2260.0,6025.0,1385.0,1605.0,2640.0,15.0,5.0,39490.0,,,,,,,,126250.0,81560.0,33050.0,3760.0,21215.0,6670.0,2505.0,1695.0,820.0,3750.0,230.0,245.0,4050.0,44685.0,,,,,,,64.73,5.72,15.26,3.51,4.06,6.69,0.04,0.01,64.6,26.18,2.98,16.8,5.28,1.98,1.34,0.65,2.97,0.18,0.19,3.21,35.39,48.67,
3518009,Whitby,35,Ontario,154.82859756089314,MixedWood Plain,100.0,791.678993551864,148.01677017943507,35.81972726651041,24.199776297704325,14.257072231911298,1.749206477034047,12.269044082689264,26.756608528235468,4.071527482969906,15.216904185271996,138501.0,128377.0,944.1,146.69,7.9,67400.0,,,47389.0,44195.0,46460.0,43529.0,2.9,7.2,6.7,32300.0,1385.0,6135.0,870.0,2440.0,3305.0,20.0,10.0,46460.0,,,,,,,,136665.0,48330.0,16365.0,4910.0,12395.0,3570.0,1350.0,1655.0,660.0,2155.0,520.0,320.0,2555.0,88335.0,,,,,,,69.52,2.98,13.2,1.87,5.25,7.11,0.04,0.02,35.36,11.97,3.59,9.07,2.61,0.99,1.21,0.48,1.58,0.38,0.23,1.87,64.64,48.66,
3518013,Oshawa,35,Ontario,153.63777131158295,MixedWood Plain,100.0,826.8490982993407,146.90235172809747,33.64788742275107,22.904934486705947,14.855164590468114,1.905463981480579,12.826946277681964,28.13977328513249,4.381995260424664,15.572247921200802,175383.0,159458.0,1203.6,145.72,10.0,85980.0,,,69324.0,64883.0,66634.0,62595.0,2.6,6.8,6.5,37000.0,5325.0,6445.0,3650.0,6475.0,7585.0,140.0,5.0,66635.0,,,,,,,,174010.0,50275.0,16240.0,3120.0,15425.0,4320.0,1255.0,2280.0,770.0,2125.0,470.0,135.0,2275.0,123730.0,,,,,,,55.53,7.99,9.67,5.48,9.72,11.38,0.21,0.01,28.89,9.33,1.79,8.86,2.48,0.72,1.31,0.44,1.22,0.27,0.08,1.31,71.11,49.02,
3519028,Vaughan,35,Ontario,287.9851397072113,MixedWood Plain,100.0,1551.9640346185292,275.05110153540784,44.955071381431175,16.34426153194083,27.91321808748677,1.3452253038283544,4.819312841722847,52.44870831403023,3.2695678918785074,6.233838729263588,323103.0,306233.0,1185.9,272.44,5.5,157530.0,,,107159.0,96657.0,103914.0,94253.0,3.1,10.9,10.3,64995.0,7960.0,11410.0,3490.0,2260.0,13755.0,30.0,10.0,103915.0,,,,,,,,321315.0,132655.0,35890.0,26815.0,10510.0,8935.0,4735.0,8315.0,7990.0,12895.0,6765.0,270.0,5690.0,188655.0,,,,,,,62.55,7.66,10.98,3.36,2.17,13.24,0.03,0.01,41.29,11.17,8.35,3.27,2.78,1.47,2.59,2.49,4.01,2.11,0.08,1.77,58.71,48.76,
3519036,Markham,35,Ontario,222.98928303343143,MixedWood Plain,100.0,1408.1242801975293,213.0689348,33.421889427626105,15.685951334479125,25.25123512448315,2.6143082303592955,10.353189527052118,47.52075145701996,5.641038933342083,11.870685459265324,338503.0,328966.0,1604.8,210.93,2.9,164615.0,,,114908.0,106131.0,110867.0,102676.0,3.0,8.3,8.0,62275.0,6985.0,15985.0,6070.0,1905.0,17635.0,10.0,5.0,110870.0,,,,,,,,337250.0,276885.0,59480.0,161415.0,10430.0,9270.0,3225.0,2680.0,2490.0,9675.0,4355.0,875.0,9430.0,60365.0,,,,,,,56.17,6.3,14.42,5.47,1.72,15.91,0.01,0.0,82.1,17.64,47.86,3.09,2.75,0.96,0.79,0.74,2.87,1.29,0.26,2.8,17.9,48.63,
3519038,Richmond Hill,35,Ontario,107.16222925230949,MixedWood Plain,100.0,780.1648702964314,102.4170394583568,25.444812572927,24.84431566025981,14.01681887671227,1.6264587385696634,11.603622425855011,26.56887511819293,3.6444240557371046,13.71689256517149,202022.0,195022.0,2004.4,100.79,3.6,98065.0,,,72017.0,66465.0,69314.0,64116.0,2.9,8.4,8.1,39295.0,2665.0,10510.0,2135.0,1700.0,12960.0,55.0,0.0,69315.0,,,,,,,,200930.0,133460.0,15335.0,64120.0,4535.0,3965.0,3245.0,2425.0,1305.0,26425.0,6340.0,440.0,3795.0,67465.0,,,,,,,56.69,3.84,15.16,3.08,2.45,18.7,0.08,0.0,66.42,7.63,31.91,2.26,1.97,1.61,1.21,0.65,13.15,3.16,0.22,1.89,33.58,48.54,
3519046,Aurora,35,Ontario,52.47273405524562,MixedWood Plain,100.0,310.17924737945646,50.19605783071127,14.325534750951055,28.53916297424121,5.643190449856824,0.6778676398900324,12.012134729694104,10.84110124601596,1.607663374298823,14.829336409800892,62057.0,55445.0,1241.1,50.0,11.9,30115.0,,,22253.0,19381.0,21506.0,18851.0,2.9,14.8,14.1,12980.0,1490.0,3615.0,670.0,1535.0,1210.0,5.0,5.0,21505.0,,,,,,,,61395.0,23895.0,2485.0,10860.0,1200.0,955.0,670.0,860.0,340.0,4340.0,800.0,150.0,905.0,37500.0,,,,,,,60.36,6.93,16.81,3.12,7.14,5.63,0.02,0.02,38.92,4.05,17.69,1.95,1.56,1.09,1.4,0.55,7.07,1.3,0.24,1.47,61.08,48.53,
3519048,Newmarket,35,Ontario,40.30565309272634,MixedWood Plain,100.0,342.13833006926114,38.57667049661693,8.773372724886583,22.742690366852635,6.231572558,0.6709951340441017,10.76766944,11.941929019677165,1.6594946802496433,13.896370322711112,87942.0,84224.0,2284.1,38.5,4.4,42555.0,,,31239.0,29315.0,30301.0,28673.0,2.9,6.6,5.7,18115.0,2255.0,3880.0,1995.0,2360.0,1510.0,175.0,5.0,30300.0,,,,,,,,86615.0,30230.0,3765.0,8630.0,2485.0,2105.0,995.0,1300.0,2130.0,5610.0,955.0,250.0,1465.0,56385.0,,,,,,,59.79,7.44,12.81,6.58,7.79,4.98,0.58,0.02,34.9,4.35,9.96,2.87,2.43,1.15,1.5,2.46,6.48,1.1,0.29,1.69,65.1,48.39,
3520005,Toronto,35,Ontario,665.9468475994092,MixedWood Plain,100.0,6471.805009062285,635.3289467876552,151.38050960442416,23.82710725992149,115.09363483379052,19.925836137647742,17.31271774188305,212.4048838038928,40.35173443827189,18.99755491287454,2794356.0,2731571.0,4427.8,631.1,2.3,1350865.0,,,1253238.0,1179057.0,1160892.0,1112929.0,2.4,6.3,4.3,270490.0,71955.0,62910.0,47815.0,162245.0,542625.0,2770.0,80.0,1160895.0,,,,,,,,2761285.0,1537285.0,385445.0,296225.0,265005.0,170350.0,42040.0,92460.0,53900.0,69315.0,42195.0,13210.0,64700.0,1224005.0,,,,,,,23.3,6.2,5.42,4.12,13.98,46.74,0.24,0.01,55.67,13.96,10.73,9.6,6.17,1.52,3.35,1.95,2.51,1.53,0.48,2.34,44.33,48.34,
3521005,Mississauga,35,Ontario,308.71052747818857,MixedWood Plain,100.0,2475.566424136303,294.1389854521045,42.75482704981571,14.535586632319298,44.28112351000089,4.449467240353997,10.048225717102875,81.54989325235499,10.263194270502373,12.585171925048463,717961.0,721599.0,2452.5,292.74,-0.5,351545.0,,,254089.0,248469.0,244575.0,240913.0,2.9,2.3,1.5,90665.0,26855.0,34455.0,7895.0,17545.0,66830.0,80.0,255.0,244575.0,,,,,,,,712825.0,441475.0,180805.0,52095.0,49215.0,38340.0,42805.0,17320.0,17165.0,8505.0,5820.0,2110.0,16410.0,271350.0,,,,,,,37.07,10.98,14.09,3.23,7.17,27.32,0.03,0.1,61.93,25.36,7.31,6.9,5.38,6.0,2.43,2.41,1.19,0.82,0.3,2.3,38.07,48.96,
3521010,Brampton,35,Ontario,281.2420023128215,MixedWood Plain,100.0,2135.635321400199,268.28200078237995,31.48926143952539,11.73737386320906,38.59498452947464,1.905406760384371,4.936928421176667,72.53487915948942,4.756649782250972,6.557741375417566,656480.0,593638.0,2469.0,265.89,10.6,328200.0,,,189086.0,173428.0,182472.0,168011.0,3.6,9.0,8.6,96020.0,24750.0,23050.0,11960.0,8050.0,18585.0,30.0,20.0,182470.0,,,,,,,,650160.0,523855.0,340815.0,7135.0,85305.0,21055.0,6670.0,13490.0,9100.0,7040.0,465.0,390.0,11815.0,126310.0,,,,,,,52.62,13.56,12.63,6.55,4.41,10.19,0.02,0.01,80.57,52.42,1.1,13.12,3.24,1.03,2.07,1.4,1.08,0.07,0.06,1.82,19.43,49.99,
3522014,Orangeville,35,Ontario,16.145060986040946,MixedWood Plain,100.0,130.5828161457461,15.43183267974379,3.312823999036226,21.46746966343616,2.3221597907680644,0.2673481284783482,11.512908351148466,4.431527485695028,0.6270061089961241,14.148758210799777,30167.0,28900.0,1989.5,15.16,4.4,14610.0,,,11308.0,10695.0,11059.0,10564.0,2.7,5.7,4.7,6600.0,1260.0,1240.0,140.0,1230.0,565.0,15.0,10.0,11060.0,,,,,,,,29690.0,4270.0,1125.0,240.0,1210.0,535.0,120.0,385.0,105.0,75.0,70.0,50.0,205.0,25415.0,,,,,,,59.67,11.39,11.21,1.27,11.12,5.11,0.14,0.09,14.38,3.79,0.81,4.08,1.8,0.4,1.3,0.35,0.25,0.24,0.17,0.69,85.6,48.43,
3522021,Shelburne,35,Ontario,6.856724487850712,MixedWood Plain,100.0,44.06042397781919,6.564658352810729,1.0683580137978048,16.274388648731065,0.7957969978620983,0.047035729,5.910518521443707,1.528192326408346,0.1382668814933923,9.047740857,8994.0,8126.0,1370.8,6.56,10.7,4345.0,,,3150.0,2825.0,3025.0,2787.0,2.9,11.5,8.5,2205.0,155.0,225.0,75.0,355.0,0.0,10.0,0.0,3025.0,,,,,,,,8810.0,2650.0,630.0,20.0,1440.0,105.0,20.0,130.0,50.0,0.0,0.0,0.0,85.0,6165.0,,,,,,,72.89,5.12,7.44,2.48,11.74,0.0,0.33,0.0,30.08,7.15,0.23,16.35,1.19,0.23,1.48,0.57,0.0,0.0,0.0,0.96,69.98,48.31,
3523008,Guelph,35,Ontario,92.71960905181449,MixedWood Plain,100.0,658.1157993699196,88.28328386628051,24.10872230194425,27.30836603049436,11.81357821038636,1.6705544422001015,14.14096908192786,22.25595951297528,3.7616341912512334,16.901694079099094,143740.0,131794.0,1644.1,87.43,9.1,70065.0,,,59746.0,55927.0,56480.0,52090.0,2.5,6.8,8.4,27450.0,2530.0,8605.0,3620.0,7710.0,6510.0,45.0,0.0,56480.0,,,,,,,,141830.0,35940.0,10485.0,4265.0,5940.0,3810.0,1640.0,2015.0,3185.0,1975.0,375.0,210.0,1360.0,105895.0,,,,,,,48.6,4.48,15.24,6.41,13.65,11.53,0.08,0.0,25.34,7.39,3.01,4.19,2.69,1.16,1.42,2.25,1.39,0.26,0.15,0.96,74.66,48.74,
3524001,Oakville,35,Ontario,146.77789987172704,MixedWood Plain,100.0,1047.4244212190804,139.64505213844973,32.180698244547784,23.04463907009218,18.759000304541125,2.0447689271423046,10.90020200408714,34.76827062976787,5.100820907061126,14.670907740501509,213759.0,193832.0,1538.5,138.94,10.3,103480.0,,,76179.0,68617.0,73558.0,66269.0,2.9,11.0,11.0,43130.0,3315.0,12470.0,950.0,4680.0,8960.0,55.0,0.0,73560.0,,,,,,,,212055.0,90125.0,28685.0,23055.0,7015.0,4170.0,10020.0,4265.0,1605.0,2480.0,3440.0,660.0,3445.0,121930.0,,,,,,,58.63,4.51,16.95,1.29,6.36,12.18,0.07,0.0,42.5,13.53,10.87,3.31,1.97,4.73,2.01,0.76,1.17,1.62,0.31,1.62,57.5,48.41,
3524002,Burlington,35,Ontario,196.3269360599142,MixedWood Plain,100.0,941.6233347240184,186.64631050011292,55.38928429,29.676067070255208,16.85443421,2.737380606933056,16.241308210596273,31.421418986990684,6.200507670294659,19.73337891857092,186948.0,183314.0,1004.4,186.12,2.0,89460.0,,,74891.0,72535.0,73180.0,71373.0,2.5,3.2,2.5,36795.0,3090.0,13730.0,705.0,5915.0,12835.0,100.0,10.0,73180.0,,,,,,,,183960.0,38390.0,11955.0,4375.0,4670.0,3005.0,4105.0,3205.0,1070.0,1410.0,1390.0,535.0,1825.0,145565.0,,,,,,,50.28,4.22,18.76,0.96,8.08,17.54,0.14,0.01,20.87,6.5,2.38,2.54,1.63,2.23,1.74,0.58,0.77,0.76,0.29,0.99,79.13,47.85,
3525005,Hamilton,35,Ontario,1188.5517069430405,MixedWood Plain,100.0,3469.182813877206,1128.4405118185884,295.5122097151017,26.18766400355973,62.44184230735867,7.864071675327204,12.594233905876342,118.56184013785924,20.11310510257788,16.964231559826594,569353.0,536917.0,509.1,1118.31,6.0,279640.0,,,233564.0,222918.0,222807.0,211596.0,2.5,4.8,5.3,125130.0,6765.0,27455.0,7380.0,19045.0,36465.0,415.0,150.0,222805.0,,,,,,,,560920.0,140950.0,34790.0,10950.0,28410.0,11725.0,15495.0,11140.0,8450.0,7360.0,2365.0,1160.0,5830.0,419965.0,,,,,,,56.16,3.04,12.32,3.31,8.55,16.37,0.19,0.07,25.13,6.2,1.95,5.06,2.09,2.76,1.99,1.51,1.31,0.42,0.21,1.04,74.87,49.12,
3526032,Welland,35,Ontario,89.30233290753722,MixedWood Plain,100.0,441.3089331580212,84.55584529462755,17.74235744158756,20.98300523135432,8.017442664,1.074062386308533,13.39657084317678,15.416204375251509,2.2572758674760456,14.642228479402988,55750.0,52293.0,686.9,81.16,6.6,27180.0,,,24530.0,23323.0,23656.0,22490.0,2.3,5.2,5.2,15270.0,1680.0,1055.0,1100.0,2960.0,1475.0,115.0,5.0,23655.0,,,,,,,,54980.0,4765.0,855.0,260.0,1435.0,370.0,195.0,695.0,275.0,55.0,240.0,75.0,225.0,50215.0,,,,,,,64.55,7.1,4.46,4.65,12.51,6.24,0.49,0.02,8.67,1.56,0.47,2.61,0.67,0.35,1.26,0.5,0.1,0.44,0.14,0.41,91.33,48.75,
3526043,Niagara Falls,35,Ontario,225.9602704018573,MixedWood Plain,100.0,886.3302288197054,214.08811651208177,64.02609062816035,29.90641968889811,15.881043677134588,2.388415595811604,15.039412046013243,29.777798891618403,5.444441799008595,18.283560241724413,94415.0,88071.0,449.1,210.25,7.2,45885.0,,,39778.0,37265.0,37793.0,35773.0,2.5,6.7,5.6,24990.0,2070.0,2820.0,1265.0,4980.0,1590.0,55.0,20.0,37790.0,,,,,,,,92665.0,19365.0,5810.0,2225.0,2835.0,2825.0,990.0,1460.0,900.0,280.0,595.0,210.0,740.0,73305.0,,,,,,,66.13,5.48,7.46,3.35,13.18,4.21,0.15,0.05,20.9,6.27,2.4,3.06,3.05,1.07,1.58,0.97,0.3,0.64,0.23,0.8,79.11,48.6,
3526053,St. Catharines,35,Ontario,105.7402338496147,MixedWood Plain,100.0,777.7507470243632,100.30036533788144,20.526468926855035,20.464999162971743,13.868271262282198,2.597933836676286,18.73293208319292,25.84123102201757,4.770788581964417,18.46192458052617,136803.0,133113.0,1422.1,96.2,2.8,65670.0,,,61977.0,59879.0,58903.0,56873.0,2.3,3.5,3.6,32725.0,3425.0,5010.0,2500.0,8460.0,6500.0,185.0,100.0,58905.0,,,,,,,,134335.0,22215.0,3325.0,2200.0,5540.0,2010.0,1740.0,3070.0,1275.0,390.0,635.0,255.0,1325.0,112120.0,,,,,,,55.56,5.81,8.51,4.24,14.36,11.03,0.31,0.17,16.54,2.48,1.64,4.12,1.5,1.3,2.29,0.95,0.29,0.47,0.19,0.99,83.46,48.0,
3526065,Grimsby,35,Ontario,72.66546073036938,MixedWood Plain,100.0,251.4834572387951,68.93657497491441,16.21379634846429,23.51987512342235,4.564620407221447,0.5573065036953838,12.209262851598751,8.505513585142657,1.3661829951912858,16.062322180964124,28883.0,27314.0,420.4,68.71,5.7,14025.0,,,11626.0,10581.0,11395.0,10376.0,2.5,9.9,9.8,7345.0,255.0,2600.0,210.0,600.0,345.0,40.0,0.0,11395.0,,,,,,,,28570.0,2775.0,885.0,230.0,425.0,220.0,130.0,260.0,160.0,130.0,45.0,15.0,125.0,25795.0,,,,,,,64.46,2.24,22.82,1.84,5.27,3.03,0.35,0.0,9.71,3.1,0.81,1.49,0.77,0.46,0.91,0.56,0.46,0.16,0.05,0.44,90.29,48.56,
3529006,Brantford,35,Ontario,106.26826864320608,MixedWood Plain,100.0,603.2566193181939,100.79394803489332,17.724734465852748,17.585117768892943,10.69146567759253,0.8709830324187787,8.146526011,20.091752158341208,2.166027015439043,10.780677555490373,104688.0,98563.0,1061.2,98.65,6.2,51210.0,,,43269.0,41131.0,41673.0,39605.0,2.5,5.2,5.2,25240.0,1945.0,3960.0,1585.0,4375.0,4475.0,80.0,15.0,41670.0,,,,,,,,103205.0,15780.0,6070.0,625.0,3575.0,1235.0,670.0,905.0,1145.0,245.0,325.0,70.0,550.0,87425.0,,,,,,,60.57,4.67,9.5,3.8,10.5,10.74,0.19,0.04,15.29,5.88,0.61,3.46,1.2,0.65,0.88,1.11,0.24,0.31,0.07,0.53,84.71,48.92,
3530010,Cambridge,35,Ontario,121.72999810542144,MixedWood Plain,100.0,700.4531712703084,115.74922935603416,27.08649526017214,23.40101563601476,12.549408680454505,1.2771783748866163,10.17719964,23.72720841040007,3.0484106046266235,12.847742355103389,138479.0,129920.0,1225.5,112.99,6.6,68615.0,,,53013.0,49388.0,51269.0,48239.0,2.7,7.3,6.3,29105.0,3735.0,6320.0,1735.0,7165.0,3015.0,165.0,25.0,51270.0,,,,,,,,137120.0,32725.0,16095.0,1300.0,4880.0,1810.0,1445.0,2360.0,1695.0,680.0,315.0,185.0,1060.0,104390.0,,,,,,,56.77,7.28,12.33,3.38,13.98,5.88,0.32,0.05,23.87,11.74,0.95,3.56,1.32,1.05,1.72,1.24,0.5,0.23,0.13,0.77,76.13,49.55,
3530013,Kitchener,35,Ontario,145.58689788539587,MixedWood Plain,100.0,1028.8625634367752,138.4630029434635,26.897500274521235,19.42576695776552,18.49425501518881,1.526816085613331,8.255623621,34.72956955,3.496029373146477,10.066434506053652,256885.0,233222.0,1877.6,136.81,10.1,127615.0,,,103388.0,95495.0,99812.0,92217.0,2.6,8.3,8.2,47410.0,5420.0,12895.0,3185.0,15475.0,15325.0,90.0,15.0,99815.0,,,,,,,,254145.0,80485.0,25170.0,4655.0,17510.0,2825.0,6110.0,7790.0,6630.0,3295.0,1115.0,470.0,2665.0,173660.0,,,,,,,47.5,5.43,12.92,3.19,15.5,15.35,0.09,0.02,31.67,9.9,1.83,6.89,1.11,2.4,3.07,2.61,1.3,0.44,0.18,1.05,68.33,49.68,
3530016,Waterloo,35,Ontario,68.44570714992514,MixedWood Plain,100.0,508.2311034699162,65.13629529635948,14.46119943968786,22.201446020059585,9.099505909,0.866364735,9.521008545,17.21171880189312,2.177128208015807,12.649103980111178,121436.0,104986.0,1895.8,64.06,15.7,61235.0,,,52049.0,46096.0,47040.0,40381.0,2.5,12.9,16.5,23145.0,2120.0,5375.0,1010.0,4940.0,10335.0,15.0,95.0,47040.0,,,,,,,,118390.0,41465.0,12685.0,10870.0,3660.0,1145.0,3155.0,2245.0,1670.0,2010.0,1650.0,520.0,1125.0,76925.0,,,,,,,49.2,4.51,11.43,2.15,10.5,21.97,0.03,0.2,35.02,10.71,9.18,3.09,0.97,2.66,1.9,1.41,1.7,1.39,0.44,0.95,64.98,50.43,
3531011,Stratford,35,Ontario,31.822082788767297,MixedWood Plain,100.0,202.26015895696403,30.24977086144446,2.3725351047890464,7.843150666020467,3.615107099914702,0.2594011206808109,7.175475401183315,6.893531767300505,0.5092865810041337,7.387890535587818,33232.0,31470.0,1107.0,30.02,5.6,16060.0,,,15388.0,14304.0,14743.0,13849.0,2.2,7.6,6.5,7805.0,1535.0,940.0,670.0,2950.0,820.0,30.0,0.0,14745.0,,,,,,,,32485.0,2605.0,675.0,225.0,585.0,205.0,55.0,310.0,230.0,60.0,70.0,45.0,70.0,29875.0,,,,,,,52.93,10.41,6.38,4.54,20.01,5.56,0.2,0.0,8.02,2.08,0.69,1.8,0.63,0.17,0.95,0.71,0.18,0.22,0.14,0.22,91.97,48.33,
3531016,St. Marys,35,Ontario,13.544318274048337,MixedWood Plain,100.0,68.29187138953912,12.85939241759036,2.133593610826044,16.591713990370973,1.2381930016405782,0.1571001160649061,12.687853659062192,2.377696266,0.3990712638147064,16.783946271584057,7386.0,7265.0,593.8,12.44,1.7,3515.0,,,3216.0,3094.0,3128.0,3026.0,2.3,3.9,3.4,2180.0,300.0,190.0,50.0,370.0,30.0,5.0,0.0,3130.0,,,,,,,,7180.0,325.0,25.0,45.0,75.0,50.0,0.0,65.0,25.0,0.0,0.0,0.0,0.0,6855.0,,,,,,,69.65,9.58,6.07,1.6,11.82,0.96,0.16,0.0,4.53,0.35,0.63,1.04,0.7,0.0,0.91,0.35,0.0,0.0,0.0,0.0,95.47,47.59,
