GEO,CSDUID,Indigenous identity,Single Indigenous responses,First Nations,Métis,Inuit,Multiple Indigenous responses,Indigenous responses nie,Non-Indigenous identity
Cold Lake,4812002,15.2,14.6,8.6,6,0.1,0.5,0.1,84.8
Bonnyville No. 87,4812004,19.4,19.1,4.8,14.3,0.1,0.2,0,80.6
Bonnyville,4812009,17,16.5,7.2,9.2,0,0.3,0.2,83
Bonnyville Beach,4812011,0,0,0,0,0,0,0,100
Glendon,4812012,14.8,14.8,12.3,3.7,0,0,0,85.2
Pelican Narrows,4812013,0,0,0,0,0,0,0,100
St. Paul County No. 19,4812014,12.4,12,4.8,7.3,0,0.2,0,87.6
Elk Point,4812016,11.4,10.6,6.1,4.5,0,0,0,88.6
St. Paul,4812018,20.5,20.2,11.6,8.5,0,0.2,0.3,79.5
Horseshoe Bay,4812020,0,0,0,0,0,0,0,54.5
Smoky Lake County,4812022,43,42.7,7.2,35.4,0,0,0.3,57
Vilna,4812024,29.5,29.5,27.3,0,0,0,0,70.5
Waskatenau,4812026,0,0,0,0,0,0,0,100
Smoky Lake,4812029,13,13,5.1,7.9,0,0,0,87.6
Lac la Biche County,4812037,25.3,24.9,5.3,19.5,0,0.3,0.3,74.7
Improvement District No. 349,4812038,,,,,,,,
Unipouheos 121,4812802,99.4,98.9,97.7,1.1,0,0,0,1.1
Puskiakiwenin 122,4812804,97.3,96.5,94.7,1.8,0,0,0,2.7
Saddle Lake 125,4812806,,,,,,,,
White Fish Lake 128,4812808,99.1,97.7,94.9,2.3,0,0,0.9,0.9
Cold Lake 149,4812810,98.5,95.5,94,2.2,0,0,2.2,1.5
Kehewin 123,4812811,98.1,96.1,94.2,1.9,0,1,1,1.9
Cold Lake 149A,4812813,53.8,46.2,46.2,0,0,0,0,53.8
Cold Lake 149B,4812815,97.2,97.2,97.2,0,0,0,0,0
Beaver Lake 131,4812828,96.3,96.3,91.4,4.9,0,0,2.5,2.5
Heart Lake 167,4812840,100,97.6,92.9,4.8,0,0,0,0
Lac Ste. Anne County,4813001,9.8,9.5,3.2,6.4,0,0.1,0,90.2
Mayerthorpe,4813002,14.2,13.8,6.4,7.8,0,0,0,86.2
Nakamun Park,4813003,,,,,,,,
Val Quentin,4813005,22.6,22.6,0,19.4,0,0,0,77.4
West Cove,4813006,0,0,0,0,0,0,0,98.1
Yellowstone,4813007,0,0,0,0,0,0,0,100
Ross Haven,4813008,11.1,11.1,0,11.1,0,0,0,92.6
Castle Island,4813009,,,,,,,,
Silver Sands,4813010,15.6,9.4,0,9.4,0,0,0,81.3
Sunset Point,4813011,15.4,15.4,0,7.7,0,0,0,86.5
Alberta Beach,4813012,8.7,8.1,3.5,4.7,0,0,0,90.7
Birch Cove,4813013,0,0,0,0,0,0,0,100
Onoway,4813014,10.1,9.5,6.7,2.2,0,0,0,90.5
South View,4813015,0,0,0,0,0,0,0,100
Sandy Beach,4813016,14.3,14.3,0,10.2,0,0,0,85.7
Sunrise Beach,4813017,6.1,6.1,0,6.1,0,0,0,93.9
Barrhead County No. 11,4813018,4.8,4.8,1,3.8,0,0,0,95.1
Barrhead,4813019,7.8,7.5,2.3,5.4,0,0,0,92.2
Westlock County,4813028,7.6,7.6,1.1,6.2,0,0,0,92.4
Woodlands County,4813029,11.7,11.5,3.8,7.7,0,0.2,0,88.3
Whitecourt,4813030,12.8,11.9,4.6,7.4,0,0.8,0.1,87.3
Westlock,4813031,9.9,9.9,3.7,6,0,0,0,90.1
Clyde,4813032,19.5,17.1,0,17.1,0,0,0,80.5
Larkspur,4813033,0,0,0,0,0,0,0,92.3
Thorhild County,4813036,8.4,7.7,1.8,5.7,0,0.3,0,91.6
Athabasca County,4813044,12.9,12.4,4.4,8,0,0.3,0.1,87.1
Mewatha Beach,4813045,0,0,0,0,0,0,0,100
Boyle,4813046,15.2,15.2,4.3,11.6,0,0,0,84.8
Sunset Beach,4813047,0,0,0,0,0,0,0,100
Athabasca,4813048,13.9,12.9,3.9,8.8,0,0.8,0,86.1
Island Lake,4813049,9.7,9.7,0,0,0,0,0,90.3
Island Lake South,4813051,11.1,11.1,0,7.4,0,0,0,85.2
Bondiss,4813053,12,12,0,0,0,0,0,92
South Baptiste,4813055,0,0,0,0,0,0,0,100
West Baptiste,4813057,0,0,0,0,0,0,0,100
Whispering Hills,4813061,13,13,0,0,0,0,0,91.3
Alexis 133,4813811,100,96.1,95.5,0,0,0,3.9,0
Alexander 134B,4813829,,,,,,,,
Alexis Whitecourt 232,4813830,,,,,,,,
Yellowhead County,4814003,8.4,8.3,1.6,6.4,0.3,0,0.1,91.6
Hinton,4814019,13.7,13.4,5.6,7.5,0.4,0.2,0.1,86.3
Edson,4814024,10.6,10.3,2.5,7.7,0,0.2,0,89.4
Improvement District No. 25 Willmore Wilderness,4814028,,,,,,,,
Crowsnest Pass,4815007,5.2,5.2,1.8,3.4,0,0,0,94.8
Kananaskis,4815013,17.6,17.6,0,17.6,0,0,0,82.4
Bighorn No. 8,4815015,5.1,4.2,0.6,3.2,0,0,0,94.9
Canmore,4815023,2.6,2.6,0.8,1.8,0,0,0,97.4
Ghost Lake,4815027,0,0,0,0,0,0,0,100
Waiparous,4815030,,,,,,,,
Improvement District No. 9 Banff,4815032,5.5,5.5,0,3.6,0,0,0,96.4
Jasper,4815033,4.2,4,1.8,2,0,0,0,96
Banff,4815035,3.1,3.1,1.6,1.1,0.3,0,0,96.9
Improvement District No. 12 Jasper Park,4815037,,,,,,,,
Ranchland No. 66,4815045,13.3,13.3,0,0,0,0,0,86.7
"Stoney 142, 143, 144",4815802,,,,,,,,
Stoney 142B,4815815,,,,,,,,
Wood Buffalo,4816037,11.3,10.9,6.1,4.4,0.4,0.3,0.2,88.7
Improvement District No. 24 Wood Buffalo,4816051,99.3,99.3,99.3,0,0,0,0,1.4
Fort Mckay 174,4816810,97.6,96,94.4,1.6,0,0,0,3.2
Janvier 194,4816817,98.6,98.6,95.8,2.8,0,0,0,2.8
Gregoire Lake 176,4816821,92.7,90.2,87.8,4.9,0,0,0,7.3
Gregoire Lake 176A,4816822,96.2,92.3,88.5,0,0,0,0,0
Old Fort 217,4816849,,,,,,,,
Allison Bay 219,4816850,95.7,95.7,91.3,0,0,0,0,8.7
Dog Head 218,4816852,88.2,88.2,88.2,0,0,0,0,0
Thebathi 196,4816860,,,,,,,,
Thabacha Náre 196A,4816861,,,,,,,,
High Prairie,4817021,33.8,32.3,23.1,9.2,0,1.5,0,65.9
Swan Hills,4817024,17.9,16.3,6.3,10,0,0,0,81.3
Northern Sunrise County,4817026,9.1,9.1,2.9,6.1,0,0,0,90.9
Big Lakes County,4817027,42.4,41.4,16.9,24.5,0,0.7,0.3,57.5
Slave Lake,4817029,26.7,26.1,15.8,10.3,0,0.5,0.2,73.3
Opportunity No. 17,4817031,81.2,80,72.5,7.5,0,0,0.8,18.8
Lesser Slave River No. 124,4817033,18.2,17.4,8.1,9.3,0,0,0,81.8
Nampa,4817039,6.2,3.7,0,2.5,0,0,0,93.8
Clear Hills,4817062,6.7,6.5,2.3,4.2,0,0,0,93.1
Hines Creek,4817064,16.7,16.7,3.3,13.3,0,0,0,81.7
Northern Lights County,4817076,20.7,20.5,4,16.1,0.5,0,0,79.3
Manning,4817078,8.3,8.3,0.9,7.4,0,0,0,91.7
High Level,4817093,35.2,33.9,25.9,7.7,0,0.4,0.8,64.8
Mackenzie County,4817095,7.5,6.9,4.2,2.6,0.1,0.2,0.4,92.4
Rainbow Lake,4817097,3.8,3.8,0,2.9,0,0,0,96.2
Jean Baptiste Gambler 183,4817817,100,78.6,78.6,0,0,19,0,0
Wabasca 166,4817818,100,100,100,0,0,0,0,0
Wabasca 166A,4817819,94.6,94.6,91.9,2.7,0,0,0,6.3
Wabasca 166B,4817821,100,100,88.9,11.1,0,0,0,0
Wabasca 166C,4817822,100,100,100,0,0,0,0,0
Wabasca 166D,4817823,96.9,96.9,93,3.9,0,0,0,3.1
Utikoomak Lake 155,4817824,99.3,97.3,94.6,2.7,0,0,2,1.4
Clear Hills 152C,4817825,,,,,,,,
Kapawe'no First Nation 231,4817826,,,,,,,,
Utikoomak Lake 155A,4817827,100,100,96.6,0,0,0,0,0
Drift Pile River 150,4817828,98.7,98.1,96.1,1.9,0,0,0,1.3
Sucker Creek 150A,4817829,94.3,91.5,87.9,3.5,0,0,1.4,6.4
Kapawe'no First Nation 150D,4817830,,,,,,,,
Swan River 150E,4817831,90,90,87.5,2.5,0,0,0,11.3
Sawridge 150G,4817832,62.5,62.5,75,0,0,0,0,37.5
Sawridge 150H,4817833,,,,,,,,
Peerless Trout 238,4817834,,,,,,,,
Fox Lake 162,4817835,98.4,98.2,97.6,0.6,0,0,0.4,1.6
Kapawe'no First Nation 150B,4817836,100,100,87.5,25,0,0,0,0
John D'Or Prairie 215,4817837,69.5,69.5,68.1,1.4,0,0,0,30.5
Tall Cree 173,4817838,92.9,92.9,92.9,0,0,0,0,8.9
Tall Cree 173A,4817840,97.5,97.5,95,0,0,0,0,5
Beaver Ranch 163,4817841,,,,,,,,
Boyer 164,4817842,100,100,100,0,0,0,0,0
Child Lake 164A,4817843,100,100,100,0,0,0,0,0
Hay Lake 209,4817845,93.7,93.7,93.7,0,0,0,0,6.3
Bushe River 207,4817848,99,99,99,0,0,0,0,2
Upper Hay River 212,4817849,98.7,97.4,96.1,0,0,0,2.6,2.6
Woodland Cree 227,4817850,,,,,,,,
Little Buffalo,4817853,96.6,96.6,96.6,0,0,0,0,3.4
Carcajou 187,4817854,,,,,,,,
Desmarais,4817855,21.7,21.7,13,8.7,0,0,0,78.3
Woodland Cree 226,4817856,98.5,98.5,93.9,4.6,0,0,1.5,1.5
Woodland Cree 228,4817857,100,100,100,0,0,0,0,0
Fort Vermilion 173B,4817859,100,100,100,14.3,0,0,0,0
Loon Lake 235,4817860,97.9,97.9,92.7,5.2,0,0,2.1,2.1
Kapawe'no First Nation 229,4817865,100,100,95,0,0,0,0,0
Fox Creek,4818002,12.3,12.3,2.8,9.5,0,0,0,87.7
Greenview No. 16,4818015,13.9,12.9,4.7,8,0.2,0.7,0.2,86.1
Valleyview,4818018,22.1,22.1,7.7,14.1,0,0,0,77.6
Sturgeon Lake 154,4818816,98.4,97.3,96.1,1.2,0,0,1.2,1.6
Sturgeon Lake 154A,4818818,,,,,,,,
Grande Prairie County No. 1,4819006,8.8,8.6,2.7,5.7,0.1,0,0.1,91.2
Hythe,4819008,4.5,4.5,2.3,2.3,0,0,0,96.2
Beaverlodge,4819009,8.1,7.9,1.4,6.5,0,0,0,91.9
Wembley,4819011,5.9,5.9,0.7,5.6,0,0,0,94.1
Grande Prairie,4819012,11.7,11.3,4.8,6.3,0.1,0.3,0.2,88.3
Sexsmith,4819014,12.4,12,5.4,6.6,0,0.6,0,87.6
Peace River,4819038,18.6,18.4,8.8,9.4,0,0,0.2,81.4
Smoky River No. 130,4819041,4.1,3.8,1.6,2.2,0,0,0,95.9
McLennan,4819042,29.6,29.6,17.6,12.8,0,0,0,70.4
Donnelly,4819044,5.1,5.1,0,5.1,0,0,0,94.9
Falher,4819046,5.3,4.7,1.8,2.4,0,0,0,94.7
Girouxville,4819048,0,0,0,0,0,0,0,100
Birch Hills County,4819049,5.4,5.4,0,2.2,0,0,0,95.1
Spirit River No. 133,4819054,6.9,6.9,2.3,5.4,0,0,0,93.1
Rycroft,4819056,17.4,16.3,3.3,13,0,0,0,83.7
Spirit River,4819058,8.9,7.7,4.7,3,0,0,0,91.7
Saddle Hills County,4819059,5.1,5.1,0.4,4.4,0,0,0,94.7
Fairview No. 136,4819066,14.9,14.9,5.7,8.9,0,0,0,85.1
Fairview,4819068,8.2,8.2,2.2,6.1,0,0,0,91.7
Peace No. 135,4819071,15.4,15,3.8,10.8,0,0,0,85
Berwyn,4819072,14.9,14,5.8,9.1,0,0,0,85.1
Grimshaw,4819074,14.1,14.1,5,9.1,0,0,0,85.9
Horse Lakes 152B,4819815,98,96.9,93.9,3.1,0,0,0,2
Duncan's 151A,4819826,100,100,90.9,0,0,0,0,0
Elkford,5901003,12,11.3,3.1,7.3,1.1,0,0,88.2
Sparwood,5901006,10,9.5,3.6,5.9,0,0.4,0,89.9
Fernie,5901012,4.5,4.2,1.5,2.4,0.2,0,0,95.5
East Kootenay A,5901017,5.9,5.9,2.1,3.9,0,0,0,93.8
East Kootenay B,5901019,4.3,4.3,1.1,3.3,0,0,0,95.7
Cranbrook,5901022,9.9,9.6,4,5.6,0.1,0.1,0.2,90.1
Kimberley,5901028,6,5.7,1.9,3.7,0,0.3,0,94
East Kootenay C,5901035,8.8,8.2,2.4,5.7,0,0.4,0.2,91.2
East Kootenay E,5901037,8.4,7.8,3.9,3.6,0,0,0,91.6
Invermere,5901039,6.5,6.2,2.8,3.3,0,0.3,0,93.5
Radium Hot Springs,5901040,3.1,3.1,0,2.7,0,0,0,96.5
Canal Flats,5901043,16.6,16.6,5.3,11.2,0,0,0,83.4
East Kootenay F,5901046,5,4.8,0.6,4.2,0,0,0,94.9
East Kootenay G,5901048,6.6,6.6,2.2,4.7,0,0,0,93.4
Tobacco Plains 2,5901801,89.5,94.7,94.7,0,0,0,0,10.5
Isidore's Ranch 4,5901802,,,,,,,,
Kootenay 1,5901803,96.6,93.1,89.7,0,0,0,0,6.9
Columbia Lake 3,5901804,69,65.5,62.1,0,0,0,6.9,31
Cassimayooks (Mayook) 5,5901805,,,,,,,,
Shuswap,5901806,31.1,29.5,27.9,3.3,0,3.3,0,70.5
St. Mary's,5901808,,,,,,,,
Creston,5903004,7.8,7.7,2.7,5,0,0,0,92.1
Central Kootenay A,5903010,7.3,7.3,3,4.4,0,0,0,93.1
Salmo,5903011,8.4,8.4,4.8,3.5,0,0,0,91.6
Central Kootenay B,5903013,7.8,7.4,2.6,4.7,0,0,0.4,92.2
Nelson,5903015,5.4,5.3,2.4,2.8,0,0.1,0,94.5
Central Kootenay C,5903017,9.7,9.7,5.5,4.1,0,0,0,90.3
Slocan,5903019,0,0,0,0,0,0,0,96.7
Kaslo,5903023,6.8,5.9,2,4.4,0,1,0,92.7
Silverton,5903027,0,0,0,0,0,0,0,96.8
New Denver,5903032,7.4,7.4,5.3,2.1,0,0,0,92.6
Central Kootenay D,5903039,6.2,6.2,1.4,5.1,0,0,0,93.8
Central Kootenay E,5903041,7.4,7.2,2.7,4,0,0.3,0,92.5
Central Kootenay F,5903043,3.5,3.4,1.5,2.1,0,0,0,96.4
Castlegar,5903045,6.9,6.9,2.3,4.5,0,0,0,93.2
Central Kootenay G,5903047,7,7,4.3,2.7,0,0,0,93
Nakusp,5903050,8.1,8.1,2.9,5.2,0,0,0,91.9
Central Kootenay H,5903052,6.4,6.2,2.7,3.5,0,0,0,93.8
Central Kootenay I,5903056,5.7,5.7,3.1,2.1,0,0,0,94.1
Central Kootenay J,5903058,6.3,6.3,2.7,3.5,0,0,0,93.7
Central Kootenay K,5903060,6.2,5.9,3.1,2.8,0,0,0,94.1
Creston 1,5903807,89.5,89.5,84.2,0,0,0,0,0
Fruitvale,5905005,6.1,6.1,1.8,4,0,0,0,93.9
Montrose,5905009,8.9,7.4,1,6.4,0,0,0,91.1
Trail,5905014,8.9,8.7,3.8,4.8,0,0,0.3,91.1
Warfield,5905018,8.6,7.5,4.3,3.2,0,0.6,0,91.4
Rossland,5905023,2.9,2.9,1.1,1.7,0,0,0,97.2
Kootenay Boundary A,5905026,9.9,9.6,5,5,0,0,0,89.8
Kootenay Boundary B / Lower Columbia-Old-Glory,5905030,4.6,4.6,1.4,3.5,0,0,0,95.4
Grand Forks,5905032,6,5.7,2.1,3.7,0,0,0.3,94
Midway,5905037,7.5,7.5,3,3.8,0,0,0,92.5
Greenwood,5905042,8.6,6.6,1.3,6,0,0,0,91.4
Kootenay Boundary C / Christina Lake,5905050,5.9,5.9,1.9,3.8,0,0,0,94.1
Kootenay Boundary D / Rural Grand Forks,5905052,4.7,4.7,2.2,2.5,0,0,0,95.3
Kootenay Boundary E / West Boundary,5905054,4.5,4.4,1.2,3,0,0,0,95.6
Osoyoos,5907005,4.1,3.7,2.1,1.7,0,0,0.3,95.9
Keremeos,5907009,9.6,8.9,6.2,2.7,0,0,0,90.4
Oliver,5907014,5.3,4.8,2,2.7,0,0.3,0,94.8
Okanagan-Similkameen A,5907022,3.1,2.9,1,1.9,0,0,0,97.1
Princeton,5907024,12.7,12.1,5.3,6.8,0,0.5,0,87.5
Okanagan-Similkameen B,5907026,8.2,8.2,6.9,1.6,0,0,0,91.8
Okanagan-Similkameen C,5907028,6.3,6.1,4.2,1.9,0,0,0,93.7
Summerland,5907035,5.4,5.2,2,3.2,0,0.1,0.1,94.6
Penticton,5907041,6.8,6.6,3,3.5,0.1,0.2,0,93.2
Okanagan-Similkameen D,5907047,6.2,5.9,2.1,3.9,0,0,0.3,93.7
Okanagan-Similkameen I,5907048,4.8,4.8,0.9,3.9,0,0,0,95.2
Okanagan-Similkameen E,5907049,2.7,2.7,1,1.7,0,0,0,97.3
Okanagan-Similkameen F,5907051,2.6,2.6,0.5,1.9,0,0,0,97.4
Okanagan-Similkameen G,5907053,8.3,7.6,3.9,3.9,0,0,0,91.7
Okanagan-Similkameen H,5907055,9.4,9.2,4.6,4.6,0,0,0,90.6
Lower Similkameen 2,5907801,100,100,100,0,0,0,0,0
Osoyoos 1,5907802,22.9,22.4,19.6,3.3,0,0,0.8,77.6
Penticton 1,5907803,36.4,35.7,33.7,1.7,0,0,0.7,63.9
Chopaka 7 & 8,5907805,94.1,88.2,88.2,0,0,0,11.8,11.8
Blind Creek 6,5907806,,,,,,,,
Chuchuwayha 2,5907807,77.8,77.8,77.8,0,0,0,0,16.7
Alexis 9,5907808,,,,,,,,
Ashnola 10,5907809,91.7,91.7,91.7,0,0,0,0,0
Lulu 5,5907850,,,,,,,,
Hope,5909009,11.4,10.9,7.1,3.7,0,0.6,0,88.6
Fraser Valley A,5909014,33.7,33.7,33.7,0,0,0,0,66.3
Fraser Valley B,5909016,9,8.3,6.4,1.9,0,0,0,91
Chilliwack,5909020,7.9,7.6,4.8,2.7,0.1,0.2,0.1,92.1
Harrison Hot Springs,5909027,6.7,6.7,2.7,3.2,0,0,0,93.3
Kent,5909032,7.4,7.4,4.7,2.8,0,0,0,92.5
Fraser Valley D,5909034,4,3.8,2,1.8,0,0,0,96
Fraser Valley H,5909035,4.7,4.1,2.5,1.9,0,0.6,0,95.1
Fraser Valley E,5909036,9.9,9.9,1.7,8.2,0,0,0,90.1
Fraser Valley C,5909048,7.6,6.7,4.9,1.3,0,0,0,92.8
Abbotsford,5909052,4.5,4.3,2.1,2.2,0,0.1,0.1,95.5
Mission,5909056,8.3,8,4.5,3.5,0,0.2,0.1,91.7
Fraser Valley F,5909060,10.9,10.9,2.5,8.3,0,0,0,89.5
Fraser Valley G,5909062,10.7,9.2,3.8,5.3,0,0,0,89.3
Chawathil 4,5909804,100,96.9,96.9,0,0,0,0,0
Inkahtsaph 6,5909805,,,,,,,,
Kopchitchin 2,5909806,100,100,87.5,0,0,0,0,0
Ohamil 1,5909807,96.7,96.7,96.7,0,0,0,0,0
Puckatholetchin 11,5909808,,,,,,,,
Saddle Rock 9,5909809,,,,,,,,
Lukseetsissum 9,5909810,90.9,90.9,90.9,0,0,0,0,18.2
Schkam 2,5909812,91.7,91.7,91.7,0,0,0,0,16.7
Skawahlook 1,5909814,,,,,,,,
Speyum 3,5909815,,,,,,,,
Spuzzum 1,5909816,90.9,90.9,90.9,0,0,0,0,0
Tuckkwiowhum 1,5909817,,,,,,,,
Yale Town 1,5909818,,,,,,,,
Kahmoose 4,5909819,,,,,,,,
Kwawkwawapilt 6,5909821,8.5,8.5,6.8,3.4,0,0,0,91.5
Skwah 4,5909824,93.9,93.9,93.9,0,0,0,0,4.1
Skwali 3,5909825,,,,,,,,
Skway 5,5909826,100,100,100,0,0,0,0,0
Soowahlie 14,5909827,78.7,76.6,76.6,0,0,0,0,21.3
Tzeachten 13,5909830,14,12.7,11.2,1.4,0,0.3,1,86
Yakweakwioose 12,5909831,90,80,80,0,0,0,20,0
Seabird Island,5909832,93.1,91.3,90.6,0,0,0,1.3,6.9
Scowlitz 1,5909833,,,,,,,,
Tseatah 2,5909834,,,,,,,,
Aitchelitch 9,5909835,88.9,88.9,77.8,0,22.2,0,0,0
Boston Bar 1A,5909836,,,,,,,,
Cheam 1,5909837,92.9,92.9,92.9,4.8,0,0,0,4.8
Schelowat 1,5909838,,,,,,,,
Chehalis 5,5909839,97,96,96,0,0,0,0,3
Stullawheets 8,5909841,66.7,66.7,66.7,0,0,0,0,33.3
Douglas 8,5909842,100,100,100,0,0,0,0,0
Peters 1,5909843,,,,,,,,
Popkum 1,5909844,,,,,,,,
Skookumchuck 4,5909845,,,,,,,,
Bucktum 4,5909847,,,,,,,,
Tipella 7,5909848,,,,,,,,
Boothroyd 13,5909850,,,,,,,,
Ruby Creek 2,5909851,,,,,,,,
Paqulh,5909852,,,,,,,,
Langley 2,5909856,6,6,3,3,0,0,0,94
Q'alatkú7em,5909875,100,100,100,0,0,0,0,0
Albert Flat 5,5909876,25,25,25,0,0,0,0,87.5
Upper Sumas 6,5909877,76.6,76.6,76.6,0,0,0,0,23.4
Matsqui Main 2,5909878,83.3,70.8,70.8,0,0,8.3,0,20.8
Holachten 8,5909879,43.9,43.9,40.9,3,0,0,0,56.1
Lakahahmen 11,5909880,26.5,26.5,20.6,5.9,0,0,0,73.5
Skweahm 10,5909881,19.6,19.6,15.2,6.5,0,0,0,80.4
Squawkum Creek 3,5909882,96.2,96.2,96.2,0,0,0,0,0
Sachteen,5909883,,,,,,,,
Skowkale,5909884,23,22.4,21.4,0,0,0,0,77.6
Squiaala,5909885,90.3,87.1,87.1,0,0,0,6.5,9.7
Langley,5915001,3.9,3.7,1.6,2.1,0,0.1,0,96.1
Langley,5915002,5.7,5.4,2.6,2.7,0.1,0.2,0.1,94.3
Surrey,5915004,2.2,2.1,1.1,0.9,0,0.1,0,97.8
White Rock,5915007,3.1,2.9,1.4,1.5,0,0.1,0,96.9
Delta,5915011,3,2.8,1.6,1.2,0,0.1,0.1,97
Richmond,5915015,0.7,0.7,0.4,0.3,0,0,0,99.3
Metro Vancouver A,5915020,1.4,1.3,1.1,0.3,0,0,0,98.6
Vancouver,5915022,2.3,2.1,1.4,0.7,0,0.1,0.1,97.7
Burnaby,5915025,1.7,1.6,1.1,0.5,0,0,0,98.3
New Westminster,5915029,3.1,3,1.6,1.3,0.1,0.1,0,96.9
Coquitlam,5915034,2,1.9,1,0.8,0,0.1,0,98
Belcarra,5915036,2.3,2.3,0,0,0,0,0,97.7
Anmore,5915038,4.6,4.4,2.1,2.1,0,0,0,95.6
Port Coquitlam,5915039,3,2.9,1.4,1.4,0,0.1,0,97
Port Moody,5915043,3.1,2.9,1.4,1.4,0,0.1,0,96.9
North Vancouver,5915046,1.8,1.8,1.1,0.6,0,0,0,98.2
North Vancouver,5915051,2.1,2.1,1.3,0.7,0,0.1,0,97.9
West Vancouver,5915055,1,1,0.5,0.5,0,0,0,99
Bowen Island,5915062,2.8,2.4,1.7,0.6,0,0.5,0,97.2
Lions Bay,5915065,1.1,1.1,0,1.1,0,0,0,98.6
Pitt Meadows,5915070,4.1,4,1.9,2.1,0,0.1,0.1,95.9
Maple Ridge,5915075,4.7,4.5,2.2,2.3,0,0.1,0.1,95.3
Semiahmoo,5915801,64.3,64.3,64.3,0,0,0,0,42.9
Tsawwassen,5915802,12.5,11.6,10.9,0.7,0,0.7,0.5,87.7
Musqueam 2,5915803,51.4,50.5,49.5,0.9,0,0,0.6,48.6
Coquitlam 2,5915804,,,,,,,,
Coquitlam 1,5915805,90.9,90.9,90.9,0,0,0,0,0
Burrard Inlet 3,5915806,12.9,12.7,11,1.7,0,0,0,86.9
Mission 1,5915807,80.7,79.8,78.9,0,0,0,0,20.2
Capilano 5,5915808,36,35.3,35.1,0,0,0.3,0.5,64
Barnston Island 3,5915809,,,,,,,,
Musqueam 4,5915810,,,,,,,,
Seymour Creek 2,5915811,80,80,75,0,0,0,0,25
Katzie 2,5915813,,,,,,,,
McMillan Island 6,5915816,70,70,70,0,0,0,0,25
Matsqui 4,5915825,9.2,9.2,9.2,0,0,0,0,92
Katzie 1,5915830,83.7,81.6,81.6,0,0,0,0,16.3
Whonnock 1,5915840,,,,,,,,
North Saanich,5917005,2.8,2.3,0.7,1.5,0,0.2,0.3,97.2
Sidney,5917010,3.4,3.1,1.8,1.4,0,0.2,0.1,96.6
Central Saanich,5917015,3.8,3.6,1.6,1.9,0.1,0.1,0.1,96.2
Saanich,5917021,3.5,3.3,1.8,1.5,0,0.1,0.1,96.5
Saltspring Island,5917027,3.7,3.6,2.3,1.3,0,0.1,0,96.3
Southern Gulf Islands,5917029,3.8,3.7,2.1,1.6,0,0,0,96.2
Oak Bay,5917030,2,1.8,1,0.9,0,0,0.1,98
Victoria,5917034,5,4.7,2.7,2,0,0.2,0.1,95
Esquimalt,5917040,5.6,5.4,3.5,1.9,0,0.2,0.1,94.4
Colwood,5917041,4.9,4.7,2.3,2.4,0.1,0.1,0.1,95.1
Metchosin,5917042,4.7,4.6,1.3,3.2,0,0,0,95.2
Langford,5917044,5.8,5.6,2.9,2.6,0.1,0.1,0.1,94.2
View Royal,5917047,6,5.8,2.7,3.1,0,0,0.1,94.1
Highlands,5917049,4.5,4.3,2.1,2.3,0,0,0,95.5
Sooke,5917052,7.1,6.8,3.4,3.3,0,0.3,0,92.9
Juan de Fuca (Part 1),5917054,6,5.8,2.1,3.5,0,0,0,94
Juan de Fuca (Part 2),5917056,7.1,7.1,0,0,0,0,0,97.6
Cole Bay 3,5917801,94.4,96.3,94.4,3.7,0,0,0,3.7
Union Bay 4,5917802,86.4,86.4,86.4,0,0,0,0,13.6
East Saanich 2,5917803,31,30.2,27.9,2,0,0,0.8,69
South Saanich 1,5917804,89.4,86.6,86.6,0,0,0,2.1,11.3
Galiano Island 9,5917805,,,,,,,,
Becher Bay 1,5917809,61.4,61.4,59.1,4.5,0,0,0,38.6
Esquimalt,5917811,95.8,95.8,95.8,0,0,0,0,8.3
New Songhees 1A,5917812,23.4,21.5,19.3,1.9,0,0,1.9,76.6
Gordon River 2,5917815,93.8,93.8,93.8,0,0,0,0,0
T'Sou-ke,5917819,69.6,65.2,63,6.5,0,0,0,28.3
North Cowichan,5919008,9.1,8.9,5.6,3.2,0.1,0.2,0.1,90.9
Duncan,5919012,16.5,16,13.5,2.6,0,0.3,0,83.6
Cowichan Valley D,5919013,5.8,5.7,2.3,3.2,0,0,0.3,94.2
Cowichan Valley G,5919015,4.8,4.6,1.7,2.9,0,0,0,95.4
Lake Cowichan,5919016,12.5,12.2,4.8,7.2,0,0.3,0,87.3
Cowichan Valley H,5919017,6.2,5.6,2.3,3.5,0,0,0,93.8
Ladysmith,5919021,7,6.9,2.8,4,0,0.2,0,92.9
Cowichan Valley F,5919033,5.4,5.1,2.5,2.8,0,0,0,94.6
Cowichan Valley I,5919035,6,6,2.5,3.5,0,0,0,94.3
Cowichan Valley A,5919043,5.6,5.2,3.8,1.5,0,0,0.2,94.4
Cowichan Valley B,5919046,6.3,6,2.6,3.3,0,0,0.2,93.7
Cowichan Valley C,5919049,5.2,5,2.4,2.5,0,0,0,94.9
Cowichan Valley E,5919051,7.3,6.9,3.7,3.2,0,0,0,92.6
Halalt 2,5919801,90.3,90.3,87.1,0,0,0,0,9.7
Squaw-Hay-One 11,5919802,,,,,,,,
Tsussie 6,5919803,100,100,93.8,0,0,0,0,0
Chemainus 13,5919804,98.8,98.8,98.8,0,0,0,0,1.2
Kil-pah-las 3,5919808,,,,,,,,
Penelakut Island 7,5919809,100,96.1,96.1,0,0,0,3.9,0
Shingle Point 4,5919811,,,,,,,,
